,gene,scores,log2FoldChange,pvalue,padj,baseMean
1027,Gene_1115,-0.93840533,-0.15113862,0.34803615867491444,0.6777724609053836,3226.585266627863
1028,Gene_1217,-0.9395554,-0.09965831,0.3474456715491475,0.6772820108170516,3373.8217859026745
1029,Gene_0014,-0.93974704,-0.3667703,0.3473473190253812,0.6772820108170516,3179.796660506317
1030,Lck,-0.93991137,-0.07763119,0.34726303096152566,0.6772820108170516,1035.0110878492121
1031,Gene_1726,-0.9405959,-0.07316065,0.3469119707914057,0.6772820108170516,2120.7526273062867
1032,Gene_1494,-0.94197875,-0.12151677,0.3462035185375014,0.6772820108170516,3767.152001898425
1033,Gene_0921,-0.9426496,-0.06783563,0.3458601462086669,0.6772820108170516,551.7958428881377
1034,Gene_0976,-0.9443337,-0.11140696,0.3449991680087494,0.6764689568799008,1425.3712416440758
1035,Gene_1192,-0.94690764,-0.07911904,0.3436858450544643,0.6752177702445271,1417.7795869059753
1036,Tcf3,-0.94782495,-0.15985005,0.3432185717835865,0.6749627763689018,2188.4936915928047
1037,Gene_1609,-0.94794816,-0.27843472,0.34315583467051436,0.6749627763689018,4902.825267663816
1038,Gene_0971,-0.9500019,-0.24146752,0.34211129500538795,0.6741109261189911,384.1376060849186
1039,Gene_0182,-0.95301396,-0.17157757,0.3405829863902571,0.6717613143792053,2617.5699221839454
1040,Gene_1643,-0.95354795,-0.20541953,0.34031251605309953,0.6717613143792053,937.8551759604418
1041,Gene_0911,-0.95360273,-0.57932013,0.3402847832900998,0.6717613143792053,4854.848899778233
1042,Gene_0238,-0.9556427,-0.037485044,0.33925276970360174,0.6711231843790342,610.8523484009478
1043,Gene_1561,-0.95582074,-0.2950029,0.33916282357798533,0.6711231843790342,2047.8249616898765
1044,Gene_1878,-0.9560398,-0.1595,0.33905214165870445,0.6711231843790342,3702.5306749313004
1045,Gene_0495,-0.95699817,-0.12652008,0.3385681807888937,0.6711231843790342,3537.544418735854
1046,Gene_1138,-0.9575732,-0.136406,0.3382780172294121,0.6711231843790342,2142.5067526249645
1047,Gene_0013,-0.95938045,-0.23322746,0.3373671145360536,0.6707099692565678,1765.2946313659552
1048,Gene_1813,-0.9595584,-0.11377103,0.33727748977565564,0.6707099692565678,2018.1812738367094
1049,Gene_0563,-0.9596132,-0.10994505,0.3372499160055371,0.6707099692565678,1358.1675026352643
1050,Gene_1521,-0.96159846,-0.20135921,0.3362513452340422,0.6704912168176316,1066.398046598659
1051,Gene_0501,-0.9626801,-0.020843204,0.3357080977714605,0.6700760434560089,2441.0465029165052
1052,Gene_1665,-0.96276224,-0.21946058,0.3356668615699743,0.6700760434560089,1379.2420925346562
1053,Gene_1359,-0.96321404,-0.14858142,0.3354401207563873,0.6700760434560089,1472.935241241388
1054,Gene_0953,-0.9632825,-0.02814807,0.3354057746938309,0.6700760434560089,3300.9425141990573
1055,Gene_0700,-0.9634605,-0.19471675,0.3353164855305457,0.6700760434560089,4844.259791914466
1056,Gene_1069,-0.96367955,-0.2417181,0.33520661219351366,0.6700760434560089,3038.0041427689066
1057,Gene_0140,-0.96555525,-0.20677097,0.334266771267121,0.6700760434560089,431.04836197158306
1058,Gene_1508,-0.9681429,-0.08490065,0.33297299378729117,0.6692924498237008,424.1388885776315
1059,Gene_1093,-0.9683757,-0.025100565,0.3328567809411457,0.6692924498237008,4759.544943185551
1060,Gene_1844,-0.9701966,-0.19308628,0.33194849033283047,0.668577019804291,1521.5894120213015
1061,Gene_1849,-0.97452307,-0.040718567,0.32979687661781154,0.6649130576972007,505.7315811082534
1062,Gene_1556,-0.980739,-0.2635031,0.32672148049316585,0.659377357201142,3015.2707063943885
1063,Gene_0942,-0.98075265,-0.23535107,0.32671472712136007,0.659377357201142,3137.0614525368173
1064,Gene_1293,-0.98088956,-0.1215617,0.32664719839084855,0.659377357201142,3260.0988595875065
1065,Gene_0321,-0.98220396,-0.296308,0.3259993839799281,0.659377357201142,1373.6400378948294
1066,Gene_0814,-0.98331296,-0.1358998,0.3254534406618974,0.659377357201142,124.79788686165142
1067,Gene_0201,-0.9860512,-0.08232158,0.3241079809288592,0.6574198396122904,4826.826078799636
1068,Gene_0950,-0.9892276,-0.18234593,0.32255179273914436,0.6549274979475013,1291.9205761709572
1069,Gene_1503,-0.9902682,-0.09348197,0.3220430685555038,0.6545590824298858,3396.33012586011
1070,Gene_0873,-0.9909253,-0.101501785,0.32172203901657126,0.6545590824298858,3547.8178558996124
1071,Gene_0590,-0.9910075,-0.037972305,0.32168192501898585,0.6545590824298858,3069.5367145434543
1072,Gene_1697,-0.9921028,-0.26726723,0.3211473837586034,0.6545590824298858,1598.8916013575586
1073,Gene_1463,-0.9922671,-0.13305573,0.32106725264158076,0.6545590824298858,1391.9264561321256
1074,Gene_1529,-0.9947726,-0.32705694,0.3198468716343008,0.6534154680986738,3008.4579993783805
1075,Gene_0596,-0.99681264,-0.12798065,0.31885547179287166,0.6520561795355249,4337.173386377873
1076,Gene_1833,-0.99851036,-0.35763955,0.31803194965387716,0.6510377679710894,4736.331958170808
1077,Gene_0888,-1.0014266,-0.050151672,0.3166206069890398,0.6488127192398357,574.2337317986003
1078,Gene_0811,-1.0055476,0.0016416026,0.3146331919030253,0.645401419288257,816.4016323587133
1079,Gene_0945,-1.0127493,-0.22321397,0.31117989747043306,0.6389730954218338,4726.444480976244
1080,Gene_0798,-1.016802,-0.04525826,0.30924763332587557,0.635658033557812,3695.8493802572234
1081,Gene_1656,-1.0172127,-0.040787768,0.30905223923890657,0.635658033557812,4420.819432907377
1082,Gene_0721,-1.0201564,-0.42967138,0.3076543034150504,0.633685485921834,1053.0315389699485
1083,Gene_1362,-1.0231822,-0.21776378,0.3062217241859405,0.6313849983215268,2958.550061991539
1084,Gene_0432,-1.024387,-0.010465352,0.30565251815255023,0.6308617505728591,3520.6409923664946
1085,Gene_0838,-1.0286587,-0.25424203,0.3036400811031459,0.6273555394693097,3416.5538329625147
1086,Gene_1539,-1.0295761,-0.07993136,0.30320907406021447,0.6271128729270207,2070.3508697901557
1087,Gene_0638,-1.0300416,-0.087166175,0.30299050969471286,0.6271128729270207,126.20471387197696
1088,Gene_0900,-1.03011,-0.16304545,0.3029583767132684,0.6271128729270207,2935.4839811811025
1089,Gene_1776,-1.0316297,-0.23674805,0.3022456080159991,0.6270655767966786,1302.8526189390634
1090,Gene_0650,-1.0342311,-0.40878978,0.3010281448954444,0.6251882552345678,2278.7585184073073
1091,Gene_0399,-1.0369693,-0.18472305,0.29975013859384414,0.6231811613177634,4790.026024664896
1092,Gene_0429,-1.037298,-0.035636142,0.2995970213680701,0.6231811613177634,2025.224822330052
1093,Gene_1629,-1.0404059,-0.4614376,0.2981513682520901,0.6211486838585211,4207.017952988912
1094,Gene_1265,-1.040625,-0.14727192,0.2980496480790439,0.6211486838585211,983.2759984587931
1095,Gene_1121,-1.0417887,-0.08265345,0.29750964841611394,0.6211057378206972,3378.6794652238927
1096,Gene_1267,-1.0432537,-0.07662054,0.29683081436099445,0.6203360801692674,4886.18442447277
1097,Gene_1823,-1.04413,-0.24464346,0.296425278269668,0.6201365654177156,554.3708493210371
1098,Gene_1847,-1.0459509,-0.14962676,0.29558370969732395,0.6190234758059141,91.18371402460046
1099,Gene_1537,-1.0465122,-0.19354078,0.29532460170886377,0.6190234758059141,2196.234823531441
1100,Gene_0712,-1.0473747,-0.16050023,0.29492675671699997,0.6189438755865687,508.4961411042676
1101,Gene_0271,-1.0485933,-0.2322603,0.29436533397233644,0.6184145671687741,3754.5025308973454
1102,Gene_1082,-1.0512768,-0.08027911,0.293131470015505,0.6164699684868664,4577.015886050367
1103,Gene_0801,-1.0524542,-0.045021765,0.29259117796783474,0.6159814273007047,2198.4038149083563
1104,Gene_0934,-1.0547955,-0.044837117,0.2915188642284875,0.6143706306185195,1330.6226286694327
1105,Gene_0355,-1.056548,-0.20821248,0.2907179275038352,0.6133289609785553,2200.2964290827185
1106,Gene_0595,-1.058588,-0.04228163,0.2897874532760527,0.612011516950481,3631.066698357505
1107,Gene_0244,-1.0608608,-0.07958815,0.28875318133984096,0.6104718421561119,94.81809982283634
1108,Gene_0936,-1.0620382,-0.11419485,0.28821833319026535,0.609985890349768,2967.797247949251
1109,Gene_1201,-1.0639414,-0.06999461,0.28735528251387155,0.608803564648033,3085.793840192526
1110,Gene_0725,-1.064311,-0.04133938,0.28718784207215997,0.608803564648033,3206.556822134881
1111,Gene_0549,-1.0690209,-0.24988697,0.28506029114245934,0.6052235480731621,1248.0092959053422
1112,Gene_1719,-1.0695685,-0.055453327,0.2848135950885343,0.6052235480731621,3584.5609807217274
1113,Gene_0766,-1.0720466,-0.07665265,0.2836991010916017,0.6042579362973413,502.3878573422932
1114,Gene_0890,-1.0720739,-0.38695905,0.2836868027597663,0.6042579362973413,1036.388165510664
1115,Gene_0922,-1.0762088,-0.290847,0.2818338970094635,0.6015664824108078,4393.476730939686
1116,Gene_0335,-1.0764141,-0.30217236,0.28174207976671806,0.6015664824108078,3706.6795960965032
1117,Gene_0807,-1.0811788,-0.08043209,0.27961761570725074,0.5981125469673813,118.04049235615899
1118,Gene_0670,-1.0813156,-0.29089162,0.27955672927059483,0.5981125469673813,1279.4624888305111
1119,Gene_1235,-1.0817264,-0.17479327,0.27937412404008033,0.5981125469673813,1111.3120908161645
1120,Gene_0377,-1.0819591,-0.10728149,0.2792706837492215,0.5981125469673813,1390.4913237830142
1121,Gene_0968,-1.0856284,-0.65722007,0.27764341921745506,0.5964412872555425,1275.4208628854376
1122,Gene_1606,-1.0888186,-0.08717669,0.2762339278533821,0.5940514577492088,359.5051639270864
1123,Gene_0274,-1.0896673,-0.27187502,0.27585969343647,0.59388523882986,2321.7555571542607
1124,Gene_1488,-1.0898727,-0.055721276,0.2757692048345115,0.59388523882986,3677.0307001915176
1125,Gene_1881,-1.0901465,-0.26036924,0.2756485848675506,0.59388523882986,3053.3220373513104
1126,Gene_0265,-1.0915842,-0.12417661,0.2750159206441074,0.59388523882986,3380.714759560495
1127,Gene_1397,-1.0919539,-0.074595004,0.2748533959127535,0.59388523882986,451.6884337543838
1128,Gene_0022,-1.0920633,-0.07323918,0.274805253033397,0.59388523882986,4759.879015375097
1129,Gene_1417,-1.0921181,-0.1004665,0.27478118375306804,0.59388523882986,4200.5345775229725
1130,Gene_0778,-1.0932546,-0.2594689,0.27428207100846647,0.59388523882986,4035.19707655353
1131,Gene_1381,-1.0936378,-0.10573066,0.27411383541886547,0.59388523882986,4123.769834956749
1132,Gene_1019,-1.0950481,-0.05870607,0.2734955755785722,0.59388523882986,4666.917015257169
1133,Gene_0589,-1.0952672,-0.15513027,0.2733996208293331,0.59388523882986,2744.0571322628034
1134,Gene_0168,-1.097978,-0.129747,0.27221408558207016,0.5930590099827237,1041.3959884447481
1135,Gene_1305,-1.0982792,-0.43364102,0.27208257697568716,0.5930590099827237,3103.078858870079
1136,Gene_0880,-1.0989774,-0.09067698,0.27177788340583453,0.5930590099827237,3727.263393656298
1137,Gene_1438,-1.0990596,-0.07197542,0.2717420524699862,0.5930590099827237,3702.691097102426
1138,Gene_0439,-1.0994978,-0.10434414,0.27155100877766725,0.5930590099827237,2631.1726696260566
1139,Gene_0644,-1.1025236,-0.13710938,0.27023412475883923,0.5926186946465772,388.87066070121136
1140,Gene_1760,-1.10889,-0.093948096,0.2674776245553624,0.5872176170260426,1887.0090452291327
1141,Gene_1690,-1.1091913,-0.09352385,0.26734769012089754,0.5872176170260426,4607.794711893619
1142,Gene_0226,-1.1093556,-0.06578996,0.26727683508732025,0.5872176170260426,2943.022103299259
1143,Gene_1825,-1.1113956,-0.16399081,0.26639812720921197,0.5867800158793215,2714.7431191157816
1144,Gene_0115,-1.1159273,-0.12613952,0.2644532176930313,0.5831382970077867,1380.824896191858
1145,Gene_0007,-1.117584,-0.13128917,0.26374468797925343,0.5822178542588375,1873.8221535870657
1146,Gene_1779,-1.1210068,-0.25132415,0.2622849343348521,0.5796352139996732,4481.963141308188
1147,Gene_0220,-1.1211985,-0.18064536,0.26220335346771606,0.5796352139996732,3348.9920852578366
1148,Gene_1670,-1.1237452,-0.28961638,0.2611211566999069,0.5783414323364493,3947.5657824240475
1149,Gene_1884,-1.125169,-0.12638284,0.26051740554217195,0.577643914727654,2299.0098441848927
1150,Gene_0469,-1.1258674,-0.17294781,0.26022168847663907,0.5776286092711189,3169.7237363079817
1151,Gene_0402,-1.1277841,-0.054577626,0.25941111056353705,0.5764691345856379,1279.4988632788773
1152,Gene_0688,-1.1291533,-0.17199777,0.2588331980319166,0.5758246897261772,3542.031109903257
1153,Gene_1821,-1.1306045,-0.095819905,0.2582215854368287,0.5751037537568569,2166.6266018315196
1154,Gene_0698,-1.1310153,-0.18788345,0.2580486696026312,0.5751037537568569,2240.6002983329904
1155,Gene_0009,-1.1332743,-0.30267796,0.25709906783770875,0.5738818478520284,3264.145506655564
1156,Gene_0075,-1.1425023,-0.26034853,0.2532452895021675,0.5659112614573576,4684.589076271187
1157,Gene_0525,-1.1428035,-0.22144102,0.25312018020823,0.5659112614573576,366.83141571267356
1158,Gene_1300,-1.1435976,-0.36251155,0.252790553000498,0.5659112614573576,4132.479024867687
1159,Gene_0487,-1.1481569,-0.11579014,0.250903826598201,0.5625646336282534,1497.296396540356
1160,Gene_0622,-1.1513332,-0.14297757,0.24959517342157356,0.5602585261988183,2247.40129980657
1161,Gene_0441,-1.1514016,-0.045316912,0.2495670222916868,0.5602585261988183,158.47097743629433
1162,Gene_0966,-1.1537429,-0.244711,0.24860558891405493,0.5592926634736893,1540.1780852798495
1163,Gene_1132,-1.1552626,-0.16825195,0.24798288883274044,0.5585200198935596,2538.024651019146
1164,Gene_1858,-1.1569878,-0.24676855,0.24727736376877807,0.5575588811020926,328.0715828698231
1165,Gene_1810,-1.1575902,-0.0619513,0.24703132137528527,0.5575588811020926,2480.9238604466673
1166,Gene_0239,-1.1581789,-0.06441163,0.24679103657070556,0.5575588811020926,4639.197612849215
1167,Gene_0272,-1.1600273,-0.069516465,0.24603771819182163,0.5566464212484652,571.6964296336358
1168,Gene_0565,-1.1609172,-0.009145167,0.24567558484687246,0.5564565908196432,3833.9816039737466
1169,Gene_1333,-1.1619714,-0.1955364,0.24524707997584883,0.5561158276096345,2077.8717142111636
1170,Gene_0706,-1.1639429,-0.08750901,0.2444471279668019,0.5549310510029555,3293.109886895473
1171,Gene_0874,-1.1657366,-0.1549533,0.24372098665393338,0.553911333304394,1338.1711600268852
1172,Gene_0678,-1.1669824,-0.3137475,0.24321746063247118,0.5533958148634157,839.4866995797236
1173,Gene_1343,-1.1683515,-0.22528091,0.24266497900549622,0.5527676059350711,844.2899406425709
1174,Gene_1620,-1.1683515,-0.11954842,0.24266497900549622,0.5527676059350711,398.93513093356603
1175,Gene_0677,-1.1703094,-0.060166687,0.24187646445775146,0.5522293709081083,968.951189261153
1176,Gene_0256,-1.1711446,-0.1891769,0.24154065427234428,0.5520929240510727,3337.885955695393
1177,Gene_0806,-1.1731162,-0.15079978,0.24074922412597888,0.5509135563523544,4414.368528625365
1178,Gene_0701,-1.1732668,-0.14416601,0.24068884283850867,0.5509135563523544,4079.922143676251
1179,Gene_0160,-1.1734722,-0.43489134,0.24060652191202747,0.5509135563523544,3441.4148338786963
1180,Gene_0995,-1.1742936,-0.27379844,0.24027743655949196,0.5509135563523544,596.6377238849582
1181,Gene_0620,-1.1745538,-0.18267189,0.2401732923505916,0.5509135563523544,1481.4778591649517
1182,Gene_0544,-1.1755259,-0.18066688,0.2397844034463935,0.5509135563523544,1583.5440328462214
1183,Gene_1260,-1.1773878,-0.083582215,0.23904072952679645,0.5507850910755678,1287.2868846682252
1184,Kdr,-1.1829054,-0.10015148,0.23684660794101708,0.5463589571880441,2599.2780155631294
1185,Gene_0577,-1.1840966,-0.17479052,0.23637481327990673,0.5459002616164128,2700.991383654379
1186,Gene_1828,-1.1841788,-0.11835879,0.23634230023138325,0.5459002616164128,1816.5855770969956
1187,Gene_0074,-1.1848223,-0.39265516,0.23608772409664047,0.5459002616164128,1801.2563357453582
1188,Gene_0484,-1.1849182,-0.25227737,0.23604982510342598,0.5459002616164128,4151.350209635103
1189,Gene_0200,-1.1850961,-0.2681072,0.23597945267659315,0.5459002616164128,3956.999599182444
1190,Gene_1349,-1.1879712,-0.23165198,0.23484472308632776,0.5455161976453606,1573.589366819691
1191,Gene_1347,-1.1882999,-0.3086541,0.234715286142973,0.5455161976453606,4573.252797172633
1192,Gene_0877,-1.1896827,-0.11119133,0.23417112605050538,0.5452179884761476,4766.434334162405
1193,Gene_1200,-1.1912024,-0.17184204,0.23357412040701464,0.5444618191305702,1667.375583048702
1194,Gene_0933,-1.1915036,-0.11120244,0.23345592319740938,0.5444618191305702,1804.4034965256217
1195,Gene_0227,-1.1943104,-0.07432389,0.23235657841628032,0.542889201907197,2552.889059438696
1196,Gene_0799,-1.1955837,-0.2497805,0.2318590645605345,0.5423603849369228,4708.548022041684
1197,Gene_0278,-1.197651,-0.13365701,0.23105288505460453,0.5411074591442729,4387.7811940544425
1198,Gene_1545,-1.1984725,-0.1158804,0.23073310238484335,0.5409920337276515,557.7114147887695
1199,Gene_1634,-1.1986095,-0.09102925,0.23067983586948448,0.5409920337276515,1994.0171791935102
1200,Gene_1296,-1.2008138,-0.17641716,0.2298234478607749,0.5401256118937131,2789.1873892613708
1201,Gene_0412,-1.2029222,-0.13756904,0.22900641246608489,0.5388386175672586,2540.505739130123
1202,Gene_1613,-1.2033467,-0.1788171,0.22884219459441746,0.5388386175672586,1009.6221862876188
1203,Gene_1077,-1.203689,-0.11879651,0.2287098219053093,0.5388386175672586,4301.143017282366
1204,Gene_1722,-1.2061671,-0.35652894,0.22775306967058218,0.5377876497534408,3400.856875834345
1205,Gene_1658,-1.2063314,-0.12754965,0.2276897395457893,0.5377876497534408,4197.6464555164275
1206,Gene_1308,-1.2072761,-0.21658729,0.22732583486272373,0.5377876497534408,4300.883182779888
1207,Gene_0723,-1.2098364,-0.057872318,0.22634168543414002,0.5363547048202371,3754.3614756454117
1208,Gene_1863,-1.2118353,-0.15652336,0.22557542809511533,0.5351730203917328,2224.0924761861006
1209,Gene_0537,-1.2143134,-0.10456635,0.224628052611767,0.5335583197429145,3072.2064373263515
1210,Gene_1515,-1.2179965,-0.14110476,0.22322533284118107,0.5308569151990038,843.8087602927286
1211,Gene_0829,-1.2207894,-0.1519363,0.22216574671051492,0.5289660635964641,3384.544816500793
1212,Gene_1850,-1.2221448,-0.12882568,0.2216528359166099,0.5283738639251726,937.3036159094397
1213,Gene_0037,-1.222364,-0.14074151,0.22157002094503653,0.5283738639251726,3485.050473025276
1214,Gene_0833,-1.2288263,-0.17891924,0.21913694576158582,0.5236247210551632,1186.510895732145
1215,Gene_1607,-1.2304829,-0.38033026,0.21851631366907776,0.5227663006437268,631.8789357435888
1216,Gene_0808,-1.2317288,-0.07503397,0.2180503900244115,0.5222763832920037,868.1582262076392
1217,Gene_0442,-1.2320849,-0.090647124,0.21791740022872041,0.5222763832920037,59.861069334397826
1218,Gene_1773,-1.2354392,-0.10169349,0.21666708974291227,0.5202090990225985,3607.761108374975
1219,Gene_0221,-1.2364798,-0.3316574,0.21628028944369293,0.5199045419319542,3675.3851928389768
1220,Gene_0591,-1.2368083,-0.2143682,0.21615824531698924,0.5199045419319542,2598.920082070634
1221,Gene_1319,-1.2371917,-0.04952338,0.21601592317747187,0.5199045419319542,848.7458652241493
1222,Gene_1457,-1.2397931,-0.025582023,0.2150519479217744,0.5188225522841361,463.5939706779142
1223,Gene_1120,-1.2413265,-0.17102918,0.21448516422812458,0.5180801068312189,144.6883838645707
1224,Gene_1469,-1.2448177,-0.4251173,0.2131987386991412,0.5155954986678143,870.4534759778425
1225,Gene_1570,-1.2472823,-0.089134395,0.21229403293157467,0.5140291354275416,4459.734898166576
1226,Gene_0483,-1.2520605,-0.18332091,0.21054781720814353,0.5104189508076207,1245.6073664233247
1227,Gene_0665,-1.2523206,-0.08509626,0.21045305018898874,0.5104189508076207,1803.6430697252174
1228,Gene_1809,-1.252923,-0.21560901,0.2102337082282587,0.5104189508076207,571.4601481825993
1229,Gene_0585,-1.2541142,-0.37601492,0.20980049642839804,0.5104189508076207,1150.688458503443
1230,Gene_0063,-1.2552643,-0.16322412,0.20938283657048196,0.5100678113775444,2620.1616253620155
1231,Gene_0649,-1.2576329,-0.17322995,0.2085245540764945,0.5085964733573037,3058.37578132348
1232,Gene_1352,-1.2588104,-0.68020946,0.20809884355023056,0.5081778841275472,1264.4939551227446
1233,Gene_1318,-1.2624248,-0.18318501,0.2067959483545967,0.5056135656591606,335.77418816433016
1234,Gene_0795,-1.2647524,-0.35194927,0.20596010305252221,0.5041862987821841,1985.6127021806233
1235,Gene_1212,-1.2670388,-0.15986171,0.20514140022388994,0.5027975495683578,1209.306686085354
1236,Gene_0780,-1.2678877,-0.25940058,0.20483805366565866,0.5026700703451746,1136.7919199875196
1237,Gene_1852,-1.2681204,-0.34325755,0.20475493500364894,0.5026700703451746,4801.320873431603
1238,Gene_1800,-1.2685996,-0.16032286,0.20458388558201845,0.5026700703451746,3100.687405332334
1239,Gene_1011,-1.2734464,-0.12522632,0.20285968148436628,0.49965438789252775,2806.5482937018746
1240,Lhx2,-1.2766639,-0.31285673,0.2017209432987288,0.4974622522779995,2108.0867624404436
1241,Gene_1715,-1.2771157,-0.12234448,0.20156140932440025,0.4974622522779995,2173.274450479214
1242,Gene_1261,-1.2784985,-0.17729856,0.2010737104439695,0.4970919912088244,2727.4797689985003
1243,Gene_1694,-1.2843311,-0.08727298,0.19902615592932293,0.4926389998250567,3497.327544828731
1244,Pmel,-1.285974,-0.30826023,0.19845214041723447,0.49182686596588465,3525.623176100056
1245,Gene_0611,-1.2899855,-0.070029646,0.19705567420188697,0.4889718962825979,899.8848431419754
1246,Gene_0606,-1.2904648,-0.23057345,0.19688934305159467,0.4889718962825979,2525.5581227793036
1247,Gene_1573,-1.292053,-0.25848866,0.19633880909381318,0.4884049977458039,2089.1925704188047
1248,Gene_1036,-1.2953663,-0.20022357,0.19519391335479463,0.48616167709786956,4359.108483033452
1249,Gene_0837,-1.2960508,-0.23446308,0.19495797612455212,0.48616167709786956,3175.523660030963
1250,S100a8,-1.2963383,-0.09133191,0.19485894488719002,0.48616167709786956,2685.89512875911
1251,Gene_1231,-1.2985016,-0.15805075,0.1941150356912742,0.4852875892281855,621.203478785641
1252,Gene_1699,-1.3002678,-0.029665522,0.19350921423041112,0.4843785087119177,3047.9075521508867
1253,Gene_1425,-1.3005142,0.0034197494,0.1934247915159929,0.4843785087119177,630.1593331171555
1254,Gene_0651,-1.3008018,-0.42960674,0.19332633254155784,0.4843785087119177,1719.1725490504728
1255,Gene_1215,-1.3041013,-0.06491505,0.1921990329140525,0.48291214300013185,757.0677258309428
1256,Gene_1287,-1.3048817,-0.12554336,0.19193311829376747,0.48285061205979235,3475.7645527706263
1257,Gene_0477,-1.307839,-0.48556036,0.1909278969996091,0.48092669269422944,1070.9479634889553
1258,Gene_1530,-1.3095368,-0.068440855,0.19035257914781456,0.48008216682929267,1989.7038972807286
1259,Gene_0401,-1.3112345,-0.2798457,0.1897785389428318,0.4792387347041207,4483.590149212954
1260,Gene_1049,-1.3122066,-0.12811391,0.189450429389314,0.4790149921348015,1061.366097824903
1261,Gene_0417,-1.3141645,-0.16977187,0.18879085834739995,0.47795154011999985,2563.6350665959567
1262,Gene_0534,-1.320709,-0.050593015,0.18659842925680836,0.4729998206763203,2125.394722771809
1263,Gene_1447,-1.3226668,-0.23894839,0.18594620502988746,0.4719446828169732,139.71400317636218
1264,Gene_0992,-1.3247889,-0.16849935,0.18524115372129835,0.47075261428538334,3974.152662185423
1265,Gene_1440,-1.3252271,-0.29170364,0.18509584132956525,0.47075261428538334,391.77723625726867
1266,Gene_1106,-1.3280475,-0.20787175,0.18416241108256237,0.4692035951148086,2397.5623538359205
1267,Gene_1335,-1.3305256,-0.124381535,0.18334514158213455,0.46771719791360855,2825.357559947802
1268,Gene_0943,-1.3319632,-0.27899417,0.1828722682209598,0.46710668766528685,3160.710960242206
1269,Gene_1619,-1.3348247,-0.018477278,0.1819337166157552,0.4653036230581974,3458.726565073984
1270,Gene_1404,-1.3348932,-0.16193639,0.18191130707544156,0.4653036230581974,1303.6982984374397
1271,Gene_0767,-1.3357694,-0.16632162,0.18162464578777016,0.4653036230581974,99.39494445932439
1272,Gene_1124,-1.3372207,-0.068958014,0.18115060057526433,0.46508498222147454,3631.0461286568143
1273,Gene_1491,-1.3401643,-0.15782733,0.18019191558704706,0.46321829199755027,2701.500166770514
1274,Gene_0463,-1.340931,-0.19894247,0.17994283145889534,0.4631733113485079,4188.782630875881
1275,Gene_0371,-1.3439021,-0.1612437,0.17898004697855163,0.46128878087255576,4115.872396358436
1276,Gene_0420,-1.3440527,-0.2358354,0.17893134446067316,0.46128878087255576,4224.464530550022
1277,Gene_1320,-1.3451891,-0.32407084,0.17856417956270298,0.46128878087255576,2451.2185668987236
1278,Gene_0070,-1.3469963,-0.079983845,0.1779814097251411,0.4604952386161477,1701.460559392485
1279,Gene_1526,-1.3470784,-0.104533,0.1779549538660239,0.4604952386161477,3968.2131028272815
1280,Gene_1673,-1.3483928,-0.068698056,0.17753205815335127,0.4604952386161477,2283.905859494812
1281,Gene_0085,-1.350871,-0.3169029,0.17673675994200766,0.45905651932989,958.0388721970008
1282,Gene_0252,-1.3522675,-0.115068406,0.17628975205546193,0.45849090261498554,4282.121396829298
1283,Gene_1555,-1.3534861,-0.07762011,0.1759004047684204,0.45807397075109474,4418.671390023119
1284,Gene_1170,-1.3577167,-0.2006483,0.17455360372368833,0.45515933174364626,2358.233292893842
1285,Gene_1431,-1.3613038,-0.19056618,0.17341769982933797,0.45278772801393724,424.71365018344795
1286,Gene_0353,-1.3624402,-0.054829318,0.17305900711705746,0.4524418486720456,1969.7391450888097
1287,Gene_0493,-1.3627962,-0.073464565,0.17294675970426188,0.4524418486720456,4027.5114143398864
1288,Gene_1420,-1.3643296,-0.074406184,0.1724638545943501,0.45206777088951533,4513.781441303832
1289,Gene_0071,-1.364713,-0.2103118,0.1723432860476074,0.45206777088951533,1057.1900753630994
1290,Gene_1801,-1.3675882,-0.6242149,0.17144103098431673,0.4505677555435394,381.51937952509405
1291,Gene_0889,-1.3724623,-0.33869448,0.16991957938196667,0.4471567878472807,4392.884743007551
1292,Gene_1746,-1.3735576,-0.21674912,0.1695790771601292,0.44684868816898343,1977.5544479454327
1293,Gene_1891,-1.3742422,-0.13890435,0.16936652323849477,0.44684868816898343,2731.716773124438
1294,Gene_1614,-1.3762411,-0.25150728,0.16874700935068432,0.44583093619731656,4841.925769651257
1295,Gene_1225,-1.3768709,-0.120657414,0.1685521727387388,0.44583093619731656,379.4954031754031
1296,Gene_1511,-1.3796912,0.010162487,0.16768171415849498,0.4441899712807814,3259.174136887873
1297,Gene_0440,-1.380814,-0.12232603,0.16733616196299717,0.4438624985755893,416.821841745592
1298,Gene_0747,-1.381526,-0.1543244,0.1671173086739829,0.4438624985755893,1908.5711959091768
1299,Gene_0902,-1.3833332,-0.36971784,0.1665627240657629,0.4429859682600077,4028.8819987075613
1300,Gene_1039,-1.3836755,-0.19887039,0.1664578451197879,0.4429859682600077,2195.6875521403904
1301,Gene_0906,-1.3848666,-0.0742585,0.16609325342442838,0.44291534246514236,4986.052651819605
1302,Gene_1191,-1.387605,-0.16234371,0.16525738940281798,0.44127473805825895,2817.3434604856807
1303,Gene_0779,-1.3885086,-0.20669287,0.16498225020553525,0.4411290112447467,1639.7526555479699
1304,Gene_1762,-1.3901241,-0.08878221,0.16449119434122839,0.44040480412644817,1139.551063228528
