,gene,scores,log2FoldChange,pvalue,padj,baseMean
1004,Gene_1457,-0.65747243,0.037009787,0.5108771834566885,0.9326751740485174,4042.477681914176
1005,Gene_0032,-0.6580475,-0.12503839,0.5105076214229968,0.9326751740485174,3310.977665218051
1006,Gene_1557,-0.65995055,-0.07954841,0.5092855445167228,0.9319040155841223,3476.7689943633695
1007,Gene_1058,-0.66036135,-0.05962819,0.5090219880804321,0.9319040155841223,4253.51847524833
1008,Gene_0651,-0.66105956,-0.20090312,0.5085741061909815,0.9319040155841223,1285.8566438529704
1009,Gene_1852,-0.664414,-0.15247433,0.5064254003177131,0.9309290447016785,2472.6535700335453
1010,Gene_0578,-0.6689047,-0.6061545,0.5035562566573057,0.926506451991363,1144.986737007031
1011,Gene_1353,-0.66931546,0.01059485,0.503294264045432,0.926506451991363,4938.956639583403
1012,Gene_1393,-0.67028755,-0.03920942,0.5026745018112004,0.926506451991363,4723.0937314487355
1013,Gene_1174,-0.6712186,-0.23822698,0.5020813051750251,0.926506451991363,245.16271627410418
1014,Gene_1564,-0.6715608,-0.04147277,0.5018633113274407,0.926506451991363,3542.597103952658
1015,Gene_0280,-0.6737104,-0.2372508,0.5004954558483335,0.926506451991363,4629.979171207546
1016,Gene_0117,-0.6745456,-0.15983304,0.49996452983829964,0.926506451991363,943.847958380301
1017,Gene_0542,-0.6746688,-0.09206526,0.49988622180107667,0.926506451991363,2861.328891235516
1018,Gene_1134,-0.6753123,-0.121491365,0.4994773856079039,0.926506451991363,4581.6670730608075
1019,Gene_0968,-0.6759147,-0.35562724,0.4990948063202746,0.926506451991363,218.03259399970426
1020,Gene_0242,-0.6766814,-0.064319246,0.49860811249296877,0.926506451991363,3502.2303228718574
1021,Gene_0184,-0.678119,0.055737488,0.4976962420988853,0.926506451991363,1521.8775864941263
1022,Gene_1185,-0.6788994,0.0067128637,0.4972015987639714,0.926506451991363,4625.761167113826
1023,Gene_0739,-0.6854165,-0.0028733702,0.4930811380611343,0.9216469870301575,4856.73831356857
1024,Gene_1075,-0.68547124,-0.24264996,0.4930465900220785,0.9216469870301575,4724.119121111498
1025,Gene_1574,-0.68704575,-0.13574868,0.4920538887491904,0.9214492298673977,2397.3603724544455
1026,Gene_1131,-0.68849707,0.059239816,0.49113982768517983,0.9205994895692219,4317.111122397101
1027,Gene_0014,-0.69055074,-0.23793334,0.48984790520507826,0.9190392217731299,4230.519522748598
1028,Gene_1541,-0.69086564,-0.17286076,0.48964997224484996,0.9190392217731299,1629.5473425541154
1029,Gene_1575,-0.69342595,0.011255287,0.48804229026007007,0.9173727260527632,4153.131597045853
1030,Gene_0048,-0.694576,-0.2994279,0.48732105081713717,0.9168787409541622,233.18779184168847
1031,Gene_0444,-0.69504154,-0.10964677,0.48702928426689673,0.9168787409541622,3001.5358984861628
1032,Gene_1081,-0.69543856,-0.3185717,0.4867804991460972,0.9168787409541622,1188.5437445741302
1033,Gene_1293,-0.69809467,-0.057448123,0.4851179801018962,0.9153169435884834,646.8060845975301
1034,Gene_0654,-0.698259,0.005340366,0.4850152449549271,0.9153169435884834,430.9183480645853
1035,Gene_0134,-0.7037218,-0.062609024,0.4816060205623116,0.9114149032188416,3496.629440596792
1036,Gene_0230,-0.7042832,-0.016293125,0.48125643953195774,0.9114149032188416,1732.3810706519273
1037,Gene_1343,-0.7058714,-0.10137971,0.4802681297033371,0.9113247242947573,3637.5955190673694
1038,Gene_0985,-0.7098282,-0.040674172,0.4778106937368376,0.9077968816474605,373.51388695476476
1039,Gene_1700,-0.7098282,-0.37009072,0.4778106937368376,0.9077968816474605,1610.6871722615213
1040,Gene_0136,-0.7132647,-0.035678387,0.47568197272892254,0.9060609004360429,2720.481897257919
1041,Gene_0030,-0.7155101,-0.1503387,0.47429390944457295,0.9042781876922268,3964.0796659528696
1042,Gene_1428,-0.71655065,-0.0045400904,0.4736514159663804,0.9039149159663747,1627.824889513746
1043,Gene_0947,-0.717687,0.0038339612,0.4729502925249939,0.9034389542024717,3148.162313363195
1044,Gene_0777,-0.7204253,-0.15715457,0.4712631873433001,0.9011896365407075,4435.589853769126
1045,Gene_1602,-0.72492975,-0.026382964,0.4684951355171465,0.8982728417786481,3098.5227815024077
1046,Gene_0339,-0.7278049,-0.17273358,0.46673301059126104,0.8958407113076028,1203.1494000304872
1047,Gene_0808,-0.7291193,-0.008633703,0.4659286941928551,0.8951559926856006,170.7838687048632
1048,Gene_1771,-0.73062533,-0.30810428,0.4650080288497671,0.8942462093264751,4356.989425809603
1049,Gene_0556,-0.731173,-0.2783175,0.4646734924350828,0.8942462093264751,155.28358370941635
1050,Gene_0992,-0.7314879,-0.057039056,0.4644811946395302,0.8942462093264751,4379.7732797867875
1051,Gene_0953,-0.73402077,0.00044998573,0.4629360631061714,0.8936989635254274,2668.2388134346993
1052,Gene_1359,-0.73485595,-0.090953924,0.46242721626639327,0.8935791618674267,4698.385107638836
1053,Gene_1897,-0.73499286,-0.064233944,0.4623438285325623,0.8935791618674267,4003.9770170796437
1054,Gene_1418,-0.735431,-0.07425572,0.46207704417485496,0.8935791618674267,4989.773847140021
1055,Gene_1543,-0.73654,-0.2775394,0.46140213043877665,0.8935791618674267,1786.0234864859653
1056,Gene_0936,-0.73896337,-0.04520789,0.45992923720998635,0.8922002661687418,3847.5820302090783
1057,Gene_0498,-0.73974377,-0.05320046,0.4594554764422988,0.8921465561986384,2039.5580223657487
1058,Gene_0688,-0.7447548,-0.07725792,0.45641995366661814,0.8871136125687428,2425.3843205043486
1059,Gene_0392,-0.7449739,0.052288115,0.45628751093227116,0.8871136125687428,3156.152042930932
1060,Gene_0911,-0.74585015,-0.41061983,0.45575795614569026,0.8871136125687428,4374.701715222377
1061,Gene_0528,-0.7492593,-0.04304754,0.4537009502527125,0.8844073104341375,4921.213172536511
1062,Gene_0417,-0.75166893,-0.066861674,0.4522501671162258,0.8824393504706846,3852.953398629365
1063,Gene_0678,-0.75294226,-0.17213415,0.45148462005357404,0.8818058985421368,2117.945571728302
1064,Gene_1108,-0.7557353,-0.11470763,0.44980792575623973,0.8811124892384716,2135.7171612714974
1065,Gene_0842,-0.75625557,-0.018873084,0.4494959907962155,0.8811124892384716,3701.0323928650128
1066,Gene_0972,-0.7565157,-0.038362663,0.4493400693298967,0.8811124892384716,1231.9468715530966
1067,Gene_0832,-0.7582682,-0.0152195515,0.44829045085197017,0.8807278012808843,596.8468600004036
1068,Gene_0288,-0.75915813,-0.39835173,0.44775797501577985,0.8805466568648572,1805.3796803218438
1069,Gene_1722,-0.7609243,-0.19419512,0.4467022805268228,0.8802015379838874,1471.8330086877045
1070,Gene_1664,-0.76143086,-0.22409287,0.4463997460244652,0.8802015379838874,1516.7251962571509
1071,Gene_1447,-0.76149935,-0.10232331,0.4463588719314945,0.8802015379838874,1206.3583676970543
1072,Gene_1240,-0.7638816,-0.06818104,0.44493778131625816,0.8793236784906288,258.3612886999913
1073,Gene_0582,-0.76529187,-0.01582589,0.4440977782041651,0.8785317076244612,138.47597693039836
1074,Gene_1396,-0.76638716,-0.1670744,0.44344597373081274,0.8785317076244612,4939.225829193356
1075,Gene_0404,-0.7673182,-0.049499307,0.44289236992746883,0.8785317076244612,2167.477011992519
1076,Gene_0725,-0.76782477,0.011860306,0.4425913103962088,0.8785317076244612,1952.4169034404242
1077,Gene_0124,-0.7680438,-0.08712734,0.4424611587500027,0.8785317076244612,3414.2540493306956
1078,Gene_1585,-0.76813966,-0.25519112,0.4424042242899128,0.8785317076244612,1130.3567449320676
1079,Gene_1539,-0.77033025,-0.030488256,0.44110400838471153,0.8785317076244612,4752.307860553616
1080,Gene_0940,-0.77185,-0.13154684,0.44020327144474614,0.8777732232198329,3942.407821356983
1081,Gene_0419,-0.7722471,-0.09122856,0.4399681177201392,0.8777732232198329,492.5844614456846
1082,Gene_1787,-0.77436924,-0.29978096,0.43871248436132537,0.8765484203023485,2117.0248401353956
1083,Gene_1796,-0.7744103,-0.02302178,0.43868820211130166,0.8765484203023485,4401.6356224327155
1084,Gene_1878,-0.7760122,-0.103632435,0.43774179696423543,0.8765484203023485,4726.423510342481
1085,Gene_1416,-0.7774361,-0.02640026,0.43690153494781103,0.8764323669966119,2363.6374806868553
1086,Gene_0104,-0.77844924,-0.26446456,0.43630422224065024,0.8761128960655628,3086.386376593003
1087,Gene_0776,-0.77872306,-0.14755115,0.4361428671994788,0.8761128960655628,876.8180331557724
1088,Gene_0893,-0.779613,-0.10331907,0.4356187009356479,0.8761128960655628,4956.284699378034
1089,Gene_0139,-0.78066725,-0.03398886,0.4349982359415985,0.8761128960655628,1196.7749218480449
1090,Gene_1697,-0.781831,-0.18255323,0.43431389980264945,0.8756328625053417,4716.5222819688715
1091,Gene_1021,-0.7820501,-0.07462789,0.43418515317965634,0.8756328625053417,3265.7509125122237
1092,Gene_1313,-0.7821733,-0.13598563,0.4341127428960396,0.8756328625053417,3058.2971346503527
1093,Gene_0877,-0.7837478,-0.03623025,0.43318811482352393,0.8756328625053417,2587.8081295317174
1094,Gene_1170,-0.7843228,-0.083382055,0.4328507088021041,0.8756328625053417,1191.8155680029056
1095,Gene_0216,-0.78495264,-0.11423154,0.4324813434405008,0.8756328625053417,923.813758427266
1096,Gene_1300,-0.788307,-0.22074986,0.4305171482245427,0.8750348541149242,1141.406734897368
1097,Gene_1083,-0.78952557,-0.017136453,0.4298049081860369,0.8744759067874607,972.8693976140598
1098,Gene_1338,-0.7905113,0.0012834603,0.4292292151297642,0.8741939208345503,3908.943144155429
1099,Gene_1757,-0.790525,-0.12647396,0.42922122254983675,0.8741939208345503,1783.1200328753139
1100,Gene_1653,-0.79820585,-0.34481174,0.42475103849161044,0.8677242870104401,336.32124898881204
1101,Gene_1376,-0.7992327,-0.008858469,0.4241554887370741,0.867393637499129,4847.058019197016
1102,Gene_1354,-0.8006292,-0.30909994,0.4233463251605879,0.8666250259172731,4424.740130568957
1103,Gene_0224,-0.80120426,-0.06193468,0.42301340294292455,0.8666250259172731,4642.373801816304
1104,Gene_0477,-0.8019436,-0.25547832,0.4225855854266468,0.8666250259172731,4974.793722099855
1105,Gene_0694,-0.8024502,-0.20560455,0.4222925975968945,0.8666250259172731,910.7814836364621
1106,Gene_0406,-0.8026008,-0.058618296,0.4222055160687229,0.8666250259172731,2011.397993568161
1107,Gene_0452,-0.80297047,-0.12096633,0.4219918151252152,0.8666250259172731,3803.280454735252
1108,Gene_1634,-0.8030663,-0.032498278,0.42193642152959654,0.8666250259172731,3495.3020593662714
1109,Gene_1491,-0.80313474,-0.05829373,0.4218968572857128,0.8666250259172731,811.7847363822825
1110,Gene_1629,-0.8049146,-0.32566077,0.4208689506258553,0.8666250259172731,4088.373968703558
1111,Gene_1259,-0.8059004,-0.039019648,0.4203002816146435,0.8666250259172731,1160.9808305914703
1112,Gene_1303,-0.80737907,-0.23800136,0.419448124895186,0.8666250259172731,1157.8971933719843
1113,Gene_1382,-0.80840594,-0.0068144267,0.41885694755155345,0.8666250259172731,2708.023393322397
1114,Gene_0461,-0.81087035,-0.030756174,0.4174401237405081,0.8660583480093529,2985.0526774664304
1115,Gene_0354,-0.81210256,-0.5021711,0.4167327723286961,0.8654886237356098,2921.426728797165
1116,Gene_0487,-0.81308836,-0.041220337,0.41616740057140766,0.8652128910008475,502.8598451188866
1117,Gene_0778,-0.81451225,-0.16958845,0.4153515522271489,0.8644153012011424,4393.431270020383
1118,Gene_0821,-0.81692195,-0.120742545,0.41397304040334926,0.8624438341736443,1364.720210814095
1119,Gene_1657,-0.8170041,-0.2147527,0.41392609345179066,0.8624438341736443,691.0988603498806
1120,Gene_0841,-0.8191673,-0.04069723,0.41269095796833366,0.8619428397112301,4449.302995351437
1121,Gene_0377,-0.8193727,-0.046309266,0.4125738118984793,0.8619428397112301,4780.474916237279
1122,Gene_0564,-0.8229735,-0.10364351,0.4105230548208578,0.8597341462216919,4317.531705463981
1123,Gene_1109,-0.8233158,0.013350337,0.410328431627796,0.8597341462216919,4057.1045698881467
1124,Gene_0416,-0.82356226,-0.003669424,0.4101883368844168,0.8597341462216919,3293.4478041631573
1125,Gene_1473,-0.8241099,-0.09768893,0.40987711702666785,0.8597341462216919,2776.7439845152394
1126,Gene_0784,-0.82476705,-0.013919868,0.40950383856797257,0.8597341462216919,480.58446156148017
1127,Gene_0449,-0.8275875,-0.01854632,0.4079041492857127,0.8587455774436058,2071.8434046999587
1128,Gene_1459,-0.8300793,-0.020726873,0.40649393453424265,0.8584877181293404,1894.8081592109543
1129,Gene_1388,-0.8333242,-0.18349975,0.4046619241944398,0.8572281244143027,1335.7812296136146
1130,Gene_1187,-0.83413196,-0.16224469,0.40420662295166965,0.8572281244143027,3630.9295627584956
1131,Gene_1352,-0.8343784,-0.4066327,0.4040677785377109,0.8572281244143027,2504.5848886399153
1132,Gene_1224,-0.83589816,-0.013167436,0.40321220223251486,0.8569866147343568,451.1787687428573
1133,Gene_0806,-0.8380614,-0.09197949,0.401996228459911,0.8553111243827894,1139.906849651566
1134,Gene_1494,-0.8382531,-0.08813011,0.40188859014747225,0.8553111243827894,3432.130880115
1135,Gene_1383,-0.84032047,0.018986473,0.40072873345471705,0.8544322674940662,426.8477544769859
1136,Gene_0627,-0.84134734,-0.21661846,0.4001533939119283,0.8544322674940662,4263.474224541405
1137,Gene_1143,-0.8429218,-0.12501921,0.3992721716542902,0.8540581211856474,2500.975308719173
1138,Gene_1257,-0.8436064,-0.01363624,0.39888939605506424,0.8540581211856474,2428.9035577669074
1139,Gene_0218,-0.8442225,-0.10460893,0.398545086961794,0.8540581211856474,2982.4185340646122
1140,Gene_1613,-0.84446895,-0.08710707,0.3984074134537299,0.8540581211856474,4132.170781329489
1141,Gene_1208,-0.844866,-0.18837397,0.39818566639613295,0.8540581211856474,1771.6555791158555
1142,Gene_1186,-0.8470566,-0.040687665,0.3969635717520582,0.8536851005420606,3406.179955167365
1143,Gene_0341,-0.8475495,-0.019817848,0.3966889126243458,0.8536851005420606,2850.3732217791658
1144,Gene_1097,-0.84778225,-0.031585425,0.39655925235513745,0.8536851005420606,1371.7899373386356
1145,Gene_0244,-0.8489049,-0.05277256,0.3959341915747008,0.8536851005420606,4399.218432458032
1146,Gene_1833,-0.85123247,-0.28200504,0.39464023092961165,0.8532761749829441,3997.258806954294
1147,Gene_1737,-0.85364217,-0.022054061,0.3933032994393314,0.8522281677992013,3309.336581559206
1148,Gene_1310,-0.8551619,-0.08103231,0.39246153361308467,0.8513265371216586,4260.379559016497
1149,Gene_0285,-0.8560655,0.05661091,0.3919615424536673,0.8511651301925457,4343.106294751022
1150,Gene_1361,-0.8563804,-0.024210695,0.39178739394770135,0.8511651301925457,3556.3967347394223
1151,Gene_0602,-0.85710603,-0.16002569,0.3913862739988091,0.8511651301925457,4193.215975400177
1152,Gene_0818,-0.8581877,-0.16507587,0.3907888411728474,0.8511651301925457,3502.483735262954
1153,Gene_0443,-0.85822874,-0.07901482,0.39076616477349224,0.8511651301925457,3416.696820213487
1154,Gene_0577,-0.86044675,-0.09206938,0.38954282650674976,0.8505301888793663,3112.1263221651625
1155,Gene_0470,-0.86648464,-0.09315279,0.3862244495449694,0.8451300865316617,3775.9473658103243
1156,Gene_0729,-0.86745673,-0.36900178,0.38569181588225465,0.844888972359813,835.0952712007148
1157,Gene_0176,-0.8693735,-0.06670342,0.3846428678517211,0.8435150610783356,4410.310258034696
1158,Gene_0206,-0.86941457,-0.36568266,0.38462040950423615,0.8435150610783356,4365.625462338899
1159,Gene_1451,-0.8725636,-0.016699689,0.38290099123227694,0.8415406400709383,194.77405102106778
1160,Gene_1050,-0.8737958,-0.097779274,0.38222945945186726,0.8409889096850764,4137.792915295575
1161,Gene_0349,-0.8747816,-0.034165505,0.3816927543282499,0.8407329390490086,687.9058439935537
1162,Gene_0524,-0.877958,-0.057572782,0.37996651874149423,0.8378534040606267,1708.8383285827524
1163,Gene_1831,-0.87816334,-0.32823935,0.3798550740960398,0.8378534040606267,3730.3658686434583
1164,Gene_1669,-0.8791765,0.046344966,0.3793055746643281,0.8378534040606267,845.7614854391256
1165,Gene_0620,-0.8809427,-0.114546664,0.3783488333916817,0.837054941132039,4098.936769389358
1166,Gene_0850,-0.8814082,-0.011212403,0.3780969166816699,0.837054941132039,4169.064180890822
1167,Gene_0619,-0.8830101,-0.15334783,0.3772308165713165,0.8364319657900587,2561.9652821161394
1168,Gene_1526,-0.884434,-0.03774646,0.37646197752999133,0.8356536682130773,81.61006499832622
1169,Gene_0583,-0.8853787,-0.27088013,0.3759524163319614,0.8354498140710254,1470.8387592158183
1170,Gene_1875,-0.8856251,-0.17846338,0.3758195573850719,0.8354498140710254,3103.788245959924
1171,Gene_0595,-0.8857073,-0.026462505,0.3757752775125275,0.8354498140710254,4906.871581235746
1172,Gene_0156,-0.889267,-0.020351417,0.3738595784754736,0.8335776554637092,3177.4769587325086
1173,Gene_1201,-0.8894724,-0.0334302,0.3737492420591838,0.8335776554637092,1336.0277262675909
1174,Gene_0015,-0.8900338,-0.011058241,0.3734477586848771,0.8335776554637092,3188.328230343076
1175,Gene_0633,-0.8901159,-0.22824696,0.3734036517973669,0.8335776554637092,2722.9276295934847
1176,Gene_1620,-0.8914166,-0.065092124,0.3727057225667021,0.8335776554637092,3910.2347059981607
1177,Gene_1288,-0.89149874,-0.119304866,0.372661669975518,0.8335776554637092,579.5541621934441
1178,Gene_1810,-0.89377147,-0.028138246,0.3714441611496023,0.8335776554637092,3817.0881173850385
1179,Gene_0975,-0.8945793,-0.059644464,0.3710120271578451,0.8335776554637092,2729.269564446746
1180,Gene_1308,-0.8950996,-0.14218925,0.3707338688386812,0.8335776554637092,4816.810419102024
1181,Gene_0378,-0.89544183,-0.011883242,0.37055094057134985,0.8335776554637092,1742.267221891496
1182,Gene_0267,-0.8954966,-0.07923,0.3705216772506539,0.8335776554637092,3181.478371013043
1183,Gene_1463,-0.8966193,-0.096333146,0.3699220954621739,0.8335776554637092,4663.539122274587
1184,Gene_1166,-0.89813906,-0.26209664,0.3691114274775743,0.8335776554637092,557.4231535538623
1185,Gene_1001,-0.90383464,-0.1425138,0.36608308883122154,0.8282422824235781,4689.281011820433
1186,Gene_0801,-0.90398526,-0.017145181,0.3660032235074627,0.8282422824235781,3455.034325389026
1187,Gene_1389,-0.90591574,-0.06565848,0.36498045827089487,0.8276200867820745,385.7934425706009
1188,Gene_0780,-0.9078325,-0.15216652,0.3639667148223158,0.8262581494263695,1539.7696563867405
1189,Gene_1063,-0.9097356,-0.010789431,0.36296195606236836,0.8249135365053827,3555.451838794144
1190,Gene_0881,-0.90995467,-0.021202456,0.3628464119119673,0.8249135365053827,383.3854772704199
1191,Gene_1381,-0.9103654,-0.06455013,0.36262982870330884,0.8249135365053827,2931.7437778725525
1192,Gene_0122,-0.91048867,-0.048374165,0.3625648695296789,0.8249135365053827,1762.121131917136
1193,Gene_0061,-0.91280246,-0.14290978,0.3613464340157385,0.8249135365053827,3123.5318129490115
1194,Gene_1434,-0.91611576,-0.0687538,0.359606168486154,0.8219569565397806,276.4230673719386
1195,Gene_0401,-0.91619796,-0.16309187,0.35956308839975015,0.8219569565397806,4364.107190454262
1196,Gene_1011,-0.9165402,-0.055220816,0.35938362293953396,0.8219569565397806,4868.770397428115
1197,Gene_1138,-0.91663605,-0.112485744,0.3593333826981473,0.8219569565397806,4845.945383664173
1198,Gene_1658,-0.91812843,-0.07947043,0.35855163983354055,0.8219569565397806,3760.7765671274774
1199,Gene_1048,-0.92014104,-0.059235886,0.3574990579935947,0.821836914927804,693.9268886466283
1200,Gene_0615,-0.9203738,-0.18608545,0.3573774564615022,0.821836914927804,3803.4028198486617
1201,Gene_0342,-0.9234133,-0.07773534,0.3557918748562855,0.8197969466734689,171.70523647106748
1202,Gene_1823,-0.9238788,-0.18695791,0.35554943040583087,0.8197969466734689,159.5115800685364
1203,Gene_1410,-0.9268498,-0.0787699,0.3540045205427099,0.8185075619484623,1651.8705847902293
1204,Gene_0247,-0.9306834,-0.10338261,0.35201736621319835,0.8148550143824036,2468.7837925030954
1205,Gene_1334,-0.93281925,-0.2504125,0.35091330705076584,0.814184007078343,3863.5167181485763
1206,Gene_1670,-0.93516046,-0.21847995,0.3497056129782443,0.8123243042467928,3432.3121142022005
1207,Gene_1862,-0.9355849,-0.09225207,0.3494869570764919,0.8123243042467928,2257.218396564904
1208,Gene_0828,-0.9364885,-0.03595348,0.3490217207679145,0.8123243042467928,1404.4519980942462
1209,Gene_0674,-0.9386928,-0.47309092,0.3478884771131051,0.8118750924459863,4985.76627578067
1210,Gene_0399,-0.9390351,-0.15113844,0.34771271769214485,0.8118750924459863,2159.597446068066
1211,Gene_0302,-0.93989766,-0.10503661,0.3472700544697467,0.8118750924459863,2284.3657704318935
1212,Gene_0795,-0.94021255,-0.23199089,0.3471085366477191,0.8118750924459863,859.9379148987624
1213,Gene_0011,-0.9405822,-0.041429628,0.3469189897803122,0.8118750924459863,3984.30726631215
1214,Gene_1720,-0.941171,-0.026705867,0.3466172548815216,0.8118750924459863,3483.727017618369
1215,Gene_1480,-0.9427044,-0.21509641,0.34583212539797004,0.8118750924459863,1142.809583304364
1216,Gene_1082,-0.9430604,-0.052179378,0.3456500253899688,0.8118750924459863,457.78617579842137
1217,Gene_0964,-0.94436103,-0.17132506,0.3449851796662816,0.8118750924459863,3418.4715452698297
1218,Gene_1621,-0.9451141,-0.052688166,0.34460064200219054,0.8118750924459863,3289.8305106916196
1219,Gene_0700,-0.94626415,-0.1670403,0.3440138761016617,0.8118750924459863,1402.6346586411362
1220,Gene_1622,-0.9472088,-0.03758114,0.34353236726230607,0.8118750924459863,4756.774633139531
1221,Gene_1506,-0.9473321,-0.14570324,0.34346959351177186,0.8118750924459863,797.7365643154561
1222,Nfatc1,-0.94770175,-0.5514261,0.3432813162243453,0.8118750924459863,2190.0572651608795
1223,Gene_0113,-0.9480714,-0.10684381,0.34309310488522604,0.8118750924459863,4720.898804829614
1224,Gene_0037,-0.94956374,-0.091063865,0.34233395931122457,0.8118750924459863,2127.6502187843053
1225,Gene_1467,-0.950262,-0.10744616,0.3419791319139648,0.8118750924459863,3210.7034409372236
1226,Gene_0682,-0.95290446,-0.050087333,0.3406384845017423,0.811044010718434,2018.0922699158316
1227,Gene_1145,-0.95302767,-0.14628437,0.34057604953362886,0.811044010718434,1407.3652516259167
1228,Gene_1609,-0.9533289,-0.25506872,0.3404234615878501,0.811044010718434,4920.68935740115
1229,Gene_1545,-0.9535069,-0.06736372,0.34033331657578525,0.811044010718434,2076.203331259463
1230,Gene_0712,-0.95483494,-0.13838516,0.3396611790285461,0.811044010718434,4475.791058211716
1231,Gene_0541,-0.9561767,-0.2916395,0.3389829772291365,0.811044010718434,1188.2752991608766
1232,Gene_1637,-0.9571488,-0.19143987,0.33849217013246824,0.811044010718434,1104.8682849241623
1233,Gene_0894,-0.95732677,-0.1719329,0.33840235348210856,0.811044010718434,204.11371027833124
1234,Gene_1030,-0.95899713,-0.10219324,0.33756020446536894,0.811044010718434,3275.750785610631
1235,Gene_0989,-0.95938045,-0.09408351,0.3373671145360536,0.811044010718434,1874.2054014326177
1236,Gene_1287,-0.9614342,-0.06390418,0.3363339132943024,0.8104431645645841,4328.573336706203
1237,Gene_1896,-0.9624199,-0.037841335,0.3358387005908302,0.810226056913945,2392.389038123208
1238,Gene_1368,-0.96291286,-0.14950359,0.33559127033733893,0.810226056913945,4842.557468177873
1239,Gene_0941,-0.96634936,-0.022928122,0.3338693947800524,0.8074229619831981,968.3513027304497
1240,Gene_1760,-0.96654105,-0.05805399,0.33377352198572263,0.8074229619831981,4349.684681380273
1241,Gene_1101,-0.96756786,-0.077786416,0.3332602201592314,0.8074229619831981,3894.1544213191214
1242,Gene_1247,-0.96784174,-0.051864404,0.3331234257596507,0.8074229619831981,3866.0631309880573
1243,Gene_1889,-0.9680471,-0.15408973,0.33302085374808577,0.8074229619831981,4231.676979178594
1244,Gene_1019,-0.96840304,-0.030482883,0.3328431105634605,0.8074229619831981,3817.0687551678443
1245,Gene_0974,-0.9692382,-0.051237978,0.3324263381826922,0.8074229619831981,3149.790592075506
1246,Gene_1698,-0.9696216,-0.021759637,0.33223514575104296,0.8074229619831981,699.6621445278184
1247,Gene_0686,-0.9696764,0.0029560633,0.33220783834691736,0.8074229619831981,211.004588481697
1248,Gene_1850,-0.97146994,-0.09575388,0.331314322304357,0.8074229619831981,4608.19684668765
1249,Gene_1821,-0.9719628,-0.0577763,0.3310690483733195,0.8074229619831981,3102.4190568776535
1250,Gene_1487,-0.9722777,-0.1584598,0.3309124070860481,0.8074229619831981,3992.859590332073
1251,Gene_0495,-0.9732361,-0.124223955,0.33043596778971573,0.8074229619831981,2433.535639987123
1252,Gene_1793,-0.9735921,-0.07040917,0.3302591177534513,0.8074229619831981,630.6755353638526
1253,Gene_0874,-0.97587854,-0.1080995,0.3291246573267673,0.8074229619831981,669.6696714026247
1254,Gene_0473,-0.9786442,-0.02152958,0.3277558146800785,0.8072803317243313,3443.548171783408
1255,Gene_1160,-0.97880846,-0.21757403,0.3276746137169134,0.8072803317243313,2180.01417975234
1256,Gene_1528,-0.9821081,-0.22270581,0.3260465921987379,0.8060484355963853,1042.5973971666667
1257,Gene_1236,-0.9822724,0.021772366,0.32596566654425785,0.8060484355963853,2483.3930063701127
1258,Gene_1195,-0.98991215,-0.031603787,0.3222170468167552,0.7995460218778044,367.83423852191373
1259,Gene_0506,-0.9921165,-0.2104074,0.321140705666609,0.7978651072462335,2930.758439476274
1260,Gene_0166,-0.9927326,-0.29158106,0.3208402854127188,0.7978651072462335,1381.5173519537334
1261,Gene_0741,-0.9957447,-0.18724547,0.3193742084403024,0.7954525739484493,3997.9175481540815
1262,Gene_1521,-0.99753827,-0.19022167,0.3185033118097166,0.7942725980292183,1586.29169667169
1263,Gene_0677,-0.9976067,-0.034596935,0.318470102323571,0.7942725980292183,2303.339737954916
1264,Gene_0252,-0.99786687,-0.055095185,0.31834392695943103,0.7942725980292183,107.52167254509814
1265,Gene_0503,-0.99815434,-0.21284722,0.3182045080787048,0.7942725980292183,408.61209458306644
1266,Gene_0611,-0.9983187,-0.035566226,0.3181248581086331,0.7942725980292183,1992.8431042130899
1267,Gene_0412,-0.99837345,-0.081763655,0.3180983110215235,0.7942725980292183,2425.6972318497615
1268,Gene_0900,-0.99966043,-0.15425585,0.3174748723132642,0.7942725980292183,3020.1017131905533
1269,Gene_0188,-1.002207,-0.16090775,0.3162436218021615,0.7942725980292183,1493.729764611051
1270,Gene_1264,-1.002563,-0.086445615,0.3160717615292541,0.7942725980292183,3490.1603363263857
1271,Gene_0460,-1.0057667,-0.015401959,0.3145277786284669,0.7932604757338384,4307.605866086563
1272,Gene_1456,-1.0091075,-0.061128493,0.3129231035789042,0.7902098575224853,3910.2623950220814
1273,Gene_1340,-1.0126535,-0.79204273,0.3112256890919266,0.7869170394233289,246.11318547436787
1274,Gene_0979,-1.0154055,-0.12382688,0.3099125837590925,0.7845888196432721,2428.5093889262535
1275,Gene_0670,-1.0178151,-0.2410783,0.30876580888705996,0.7826763216402026,569.4043831699656
1276,Gene_1384,-1.0183355,-0.14247376,0.30851857851115994,0.7826763216402026,1248.122828519511
1277,Gene_0376,-1.0197593,-0.027786534,0.30784261762686993,0.7823192315803555,4933.979836672375
1278,Gene_1441,-1.0217172,-0.1361154,0.3069147728736533,0.7809536205436471,755.3529373624905
1279,Gene_1190,-1.0232096,-0.16972935,0.30620877988788475,0.7801497576761395,2519.4963595842123
1280,Gene_0021,-1.0250716,-0.41479024,0.30532941842292705,0.7789015776095077,3109.8708848746896
1281,Gene_1197,-1.0257287,-0.026929805,0.30501945591443147,0.7789015776095077,3527.201604193315
