,gene,scores,log2FoldChange,pvalue,padj,baseMean
1006,Gene_0338,-0.45151344,-0.10975507,0.651619550111046,0.9996176558539591,3895.1522641827223
1007,Gene_0494,-0.4515819,0.002447164,0.6515702235176469,0.9996176558539591,4245.360783620945
1008,Gene_1464,-0.45226645,-0.20351036,0.6510770414807912,0.9996176558539591,949.9973815448268
1009,Gene_0715,-0.4551827,0.013031929,0.6489777987115974,0.9996176558539591,2180.215335242392
1010,Gene_1743,-0.4551964,-0.1872613,0.6489679496683309,0.9996176558539591,869.2238845850953
1011,Gene_0894,-0.45620957,-0.06743771,0.6482392908992161,0.9996176558539591,3547.690438521378
1012,Gene_1083,-0.4566477,0.027413609,0.6479242994672201,0.9996176558539591,2699.971451905201
1013,Gene_1590,-0.45907104,-0.03187915,0.6461831426234274,0.9996176558539591,3194.850566206189
1014,Gene_1439,-0.46053603,-0.12203124,0.6451315172704544,0.9996176558539591,1022.6104864332452
1015,Gene_1681,-0.46072772,0.029274771,0.6449939738633517,0.9996176558539591,1098.1420171594766
1016,Gene_0231,-0.46085092,0.059513588,0.6449055595153137,0.9996176558539591,255.41176127403654
1017,Gene_1297,-0.46153548,-0.10248349,0.6444144601474834,0.9996176558539591,1644.2342992188621
1018,Gene_1101,-0.46153548,0.0036437346,0.6444144601474834,0.9996176558539591,2820.736073601691
1019,Gene_1566,-0.46543753,-0.08671068,0.6416181615472853,0.9996176558539591,4296.777824286777
1020,Gene_1292,-0.46620426,0.019804627,0.6410693087886761,0.9996176558539591,3351.2908649204696
1021,Gene_0416,-0.4662864,0.014856243,0.6410105147654219,0.9996176558539591,2205.2118008287694
1022,Lck,-0.46636856,-0.039471086,0.640951722994203,0.9996176558539591,4767.9445662509825
1023,Gene_0729,-0.4721737,-0.19013906,0.6368028261464919,0.9996176558539591,3610.2637428503676
1024,Gene_0869,-0.47269395,-0.40393734,0.6364315439605543,0.9996176558539591,4654.317754169622
1025,Gene_1251,-0.47287193,-0.015801642,0.6363045473260129,0.9996176558539591,2661.5604676972202
1026,Gene_0391,-0.4741863,-0.13259795,0.6353670571239445,0.9996176558539591,1331.576160226041
1027,Gene_0902,-0.47485718,-0.08024567,0.6348887715801752,0.9996176558539591,311.4920975053738
1028,Gene_1788,-0.47576082,-0.14610249,0.6342447910585629,0.9996176558539591,3644.12001484506
1029,Gene_1569,-0.4757745,-0.06687117,0.6342350359056095,0.9996176558539591,650.4498401273939
1030,Gene_0964,-0.47807464,-0.06038338,0.6325970734086208,0.9996176558539591,1548.7368849462375
1031,Gene_1000,-0.4790878,0.026293147,0.6318761606362087,0.9996176558539591,2685.730994025292
1032,Gene_0914,-0.47969022,-0.2902978,0.6314476756106202,0.9996176558539591,2843.862109509751
1033,Cd34,-0.48025158,-0.004730195,0.6310485169002038,0.9996176558539591,3022.8868250863234
1034,Gene_0115,-0.4808403,-0.024229597,0.6306300026290876,0.9996176558539591,872.9638852310181
1035,Gene_1800,-0.48118258,-0.011864045,0.6303867348273805,0.9996176558539591,1929.7001538671614
1036,Gene_1651,-0.48190823,-0.012952945,0.6298711396116535,0.9996176558539591,3105.111424228985
1037,Gene_0922,-0.48409885,-0.089066125,0.6283157201495427,0.9996176558539591,4850.603379937234
1038,Gene_0040,-0.48466018,-0.018613908,0.6279174090396042,0.9996176558539591,3651.774131613459
1039,Gene_1836,-0.4853995,-0.009247622,0.627392969508155,0.9996176558539591,4616.888597615091
1040,Gene_1748,-0.48567334,0.013906334,0.6271987803860405,0.9996176558539591,3822.9496886551765
1041,Gene_1695,-0.48627576,-0.0089224335,0.6267716552320912,0.9996176558539591,2978.998996017382
1042,Gene_0084,-0.48838425,-0.281167,0.6252777031676537,0.9996176558539591,1000.5156772249055
1043,Gene_0821,-0.48994505,-0.057092216,0.6241727807169655,0.9996176558539591,3350.0939768679395
1044,Gene_0762,-0.49116358,-0.018183453,0.6233107528154025,0.9996176558539591,3135.72885150154
1045,Cxcr2,-0.4919166,-0.033067975,0.6227782967329742,0.9996176558539591,3032.222393763469
1046,Gene_1105,-0.49213567,-0.020990614,0.622623437435639,0.9996176558539591,2474.4400465417916
1047,Gene_0310,-0.49219045,-0.011166528,0.6225847252195507,0.9996176558539591,2666.850189746914
1048,Gene_0262,-0.49279284,-0.01776576,0.6221589597312233,0.9996176558539591,1705.490509234615
1049,Gene_1546,-0.4969961,-0.041942775,0.619191801333344,0.9996176558539591,2620.597828579401
1050,Gene_0953,-0.4974753,0.026808085,0.6188539184049449,0.9996176558539591,1027.9017331084674
1051,Gene_0121,-0.49866644,-0.20646964,0.6180143870180927,0.9996176558539591,4035.613266933865
1052,Gene_1664,-0.5010214,-0.14058782,0.6163560917178235,0.9996176558539591,969.5959257586037
1053,Gene_1589,-0.50203454,0.022588208,0.6156432402985625,0.9996176558539591,470.58313495285876
1054,Gene_0290,-0.5026643,-0.40501106,0.6152002991116381,0.9996176558539591,2209.417830467929
1055,Gene_1568,-0.5029929,0.07343423,0.614969255011065,0.9996176558539591,3308.621825555006
1056,Gene_1048,-0.50560796,-0.008743642,0.6131318917071122,0.9996176558539591,2216.69828342103
1057,Gene_1785,-0.50703186,-0.015240831,0.6121324628273028,0.9996176558539591,1419.9329531589776
1058,Gene_1826,-0.5097154,0.015644424,0.6102508855967306,0.9996176558539591,2812.947360257682
1059,Gene_0630,-0.5101672,0.021773575,0.6099343421231985,0.9996176558539591,1767.6615602903896
1060,Gene_1526,-0.51293284,0.0031752402,0.6079983042265423,0.9996176558539591,4667.695066126834
1061,Gene_0401,-0.5142198,-0.06921688,0.6070983107683444,0.9996176558539591,4617.093441037682
1062,Gene_0838,-0.5142883,-0.09237236,0.6070504554439722,0.9996176558539591,2536.7405088618725
1063,Gene_1646,-0.5145895,-0.12808806,0.6068399120342527,0.9996176558539591,1673.0257703903796
1064,Gene_0435,-0.51463056,-0.46848932,0.6068112040972501,0.9996176558539591,3698.8054490853633
1065,Gene_1407,-0.5151234,-0.2055592,0.6064667561954342,0.9996176558539591,231.72907024117987
1066,Gene_0709,-0.5167527,-0.1600859,0.6053287871163968,0.9996176558539591,2400.1065799160738
1067,Gene_0054,-0.5176563,-0.23517738,0.6046980573323464,0.9996176558539591,1714.800801638151
1068,Gene_1770,-0.5177796,-0.051247943,0.6046120715708796,0.9996176558539591,4606.652631257646
1069,Gene_1077,-0.52080536,-0.020953806,0.6025023670589876,0.9996176558539591,109.4149849997786
1070,Gene_0896,-0.520956,0.011744125,0.6023974458136607,0.9996176558539591,2786.4336348058278
1071,Gene_0002,-0.5222567,-1.1186074,0.6014916505009089,0.9996176558539591,3716.2847262797986
1072,Gene_1855,-0.52257156,0.011694791,0.6012724451305644,0.9996176558539591,2450.8390382440043
1073,Gene_1281,-0.52352995,-0.023279121,0.6006055203549632,0.9996176558539591,472.7449993054722
1074,Gene_1237,-0.5254878,-0.0698919,0.599244128577781,0.9996176558539591,4863.683880638116
1075,Gene_0568,-0.52769214,0.05367367,0.5977130483264289,0.9996176558539591,2614.151635311685
1076,Gene_1718,-0.5298827,-0.16834337,0.5961932412406756,0.9996176558539591,3090.2219093791064
1077,Gene_1550,-0.53093696,-0.22562145,0.595462462179857,0.9996176558539591,1221.2184244021612
1078,Gene_1264,-0.5341955,-0.007416532,0.593206278460042,0.9996176558539591,2443.3155212786787
1079,Gene_0238,-0.5344967,0.02004869,0.592997921522769,0.9996176558539591,2174.289985193693
1080,Gene_0885,-0.53457886,-0.083400376,0.5929411027242584,0.9996176558539591,420.7344179098195
1081,Gene_0587,-0.5354688,-0.11894182,0.5923257257283335,0.9996176558539591,575.4937500599627
1082,Gene_0627,-0.5361123,-0.11428638,0.5918809434414696,0.9996176558539591,4195.488972112934
1083,Gene_0404,-0.5381112,-0.015421361,0.590500258394693,0.9996176558539591,1237.1087634226217
1084,Gene_0656,-0.5389601,-0.08209572,0.5899143888653475,0.9996176558539591,1015.0434439182212
1085,Gene_0789,-0.5414793,-0.08108628,0.5881772581905075,0.9996176558539591,2549.3116836881895
1086,Gene_1746,-0.54238296,-0.041271403,0.5875547335974544,0.9996176558539591,3855.298300244439
1087,Gene_0931,-0.5424103,-0.08880349,0.5875358739757959,0.9996176558539591,356.6352669659902
1088,Gene_0313,-0.5438616,-0.17212418,0.5865367151176863,0.9996176558539591,2905.1992022093664
1089,Gene_1310,-0.5445462,-0.026706625,0.586065687304511,0.9996176558539591,640.0916920608381
1090,Gene_0094,-0.54488844,-0.04797168,0.58583023922187,0.9996176558539591,230.48220158681136
1091,Gene_0674,-0.548147,-0.24740702,0.5835909749553831,0.9996176558539591,311.0825632029761
1092,Gene_1552,-0.5491054,-0.22319868,0.5829331275799287,0.9996176558539591,4179.112335631785
1093,Gene_0582,-0.5502007,9.42291e-06,0.5821817258376066,0.9996176558539591,633.9637939589047
1094,Gene_1115,-0.5511043,-0.052078918,0.5815621601616345,0.9996176558539591,273.49925384084514
1095,Gene_1316,-0.5515835,-0.1886104,0.581233727746507,0.9996176558539591,2217.604441357416
1096,Gene_1214,-0.5526651,-0.32298493,0.5804927280131434,0.9996176558539591,4227.767686113023
1097,Gene_0246,-0.5572107,-0.7535635,0.5773835010175035,0.9996176558539591,1348.9214636220445
1098,Gene_0034,-0.55815536,-0.3386284,0.5767382919571842,0.9996176558539591,2137.477456753286
1099,Gene_0108,-0.5631801,-0.20336175,0.5733122529737784,0.9996176558539591,247.61653619056855
1100,Gene_1519,-0.5642754,-0.0574698,0.5725667156514016,0.9996176558539591,2272.9386449676354
1101,Gene_1757,-0.56452185,-0.07683399,0.5723990332142632,0.9996176558539591,2909.184749153812
1102,Gene_1023,-0.5658499,-0.086199075,0.5714958129275327,0.9996176558539591,2875.9899160731165
1103,Gene_0183,-0.56977934,-0.008711655,0.5688273760437428,0.9996176558539591,1695.5121262631076
1104,Gene_0667,-0.5700805,-0.10388379,0.5686230727812831,0.9996176558539591,1611.8892442825208
1105,Gene_0063,-0.5704776,-0.0353997,0.5683538175337977,0.9996176558539591,577.7869137361596
1106,Gene_0795,-0.5721616,-0.12042141,0.5672124820711857,0.9996176558539591,1865.6516871990284
1107,Gene_0168,-0.5732022,-0.025923068,0.5665078159400947,0.9996176558539591,542.498610921175
1108,Gene_1197,-0.57465345,0.014461278,0.5655256939223181,0.9996176558539591,3844.6499263246556
1109,Gene_1491,-0.57563925,-0.02994965,0.5648590590216324,0.9996176558539591,4833.05777385352
1110,Gene_0242,-0.5756666,-0.04625443,0.5648405467818456,0.9996176558539591,4851.868560500199
1111,Gene_1305,-0.5767072,-0.18872982,0.5641372979873004,0.9996176558539591,4332.1019419081995
1112,Gene_1238,-0.5778161,-0.09750058,0.563388247268201,0.9996176558539591,3023.9211392311145
1113,Gene_0930,-0.57892513,0.052327573,0.5626396763853971,0.9996176558539591,3519.2852013572056
1114,Gene_0201,-0.5796234,-0.014066386,0.5621686004244495,0.9996176558539591,1461.7687232680496
1115,Cd4,-0.5807187,-0.17361955,0.5614300418210874,0.9996176558539591,3172.313579854472
1116,Gene_0940,-0.58219737,-0.09072605,0.5604337327539239,0.9996176558539591,2305.465269727393
1117,Gene_0516,-0.586428,-0.25313365,0.5575879222168776,0.9996176558539591,2435.985831895816
1118,Gene_1898,-0.58987826,-0.342978,0.5552722858924592,0.9996176558539591,3800.993973857032
1119,Gene_0376,-0.5900836,0.01912252,0.5551345986792463,0.9996176558539591,1445.4958602063957
1120,Gene_1219,-0.5903985,-0.20360792,0.5549235106923591,0.9996176558539591,1624.2960778878735
1121,Gene_1553,-0.591398,-0.022193111,0.5542537957696316,0.9996176558539591,4626.976866086751
1122,Gene_1684,-0.5935749,0.010315469,0.5527964718960823,0.9996176558539591,328.3102595123126
1123,Gene_0465,-0.59628576,0.00012722306,0.5509843226284834,0.9996176558539591,2453.8897771460347
1124,Gene_0527,-0.5963953,-0.13378952,0.5509111659370859,0.9996176558539591,4568.363962018915
1125,Gene_1373,-0.5975728,-0.0050899326,0.5501250334257877,0.9996176558539591,3071.296888699877
1126,Gene_0367,-0.59772336,-0.1110823,0.5500245214638544,0.9996176558539591,2754.7150173500536
1127,Gene_1050,-0.5995854,-0.05838135,0.5487825760177829,0.9996176558539591,1286.2336871853083
1128,Gene_1490,-0.6003521,-0.19285257,0.5482715893485727,0.9996176558539591,1749.2136708690189
1129,Gene_0046,-0.60122836,0.019075884,0.5476878925370781,0.9996176558539591,4267.63965823323
1130,Gene_1444,-0.6013379,-0.52412057,0.5476149520455706,0.9996176558539591,2818.129752253868
1131,Gene_0485,-0.6014474,0.08255015,0.5475420163581328,0.9996176558539591,2597.9738590960606
1132,Gene_0955,-0.6032821,5.0007697e-05,0.5463210582669251,0.9996176558539591,542.9195820231432
1133,Gene_0112,-0.6036654,-0.047154516,0.5460661032032642,0.9996176558539591,129.33937445285943
1134,Gene_0977,-0.60493875,-0.0144677805,0.5452197116883716,0.9996176558539591,4820.241684000893
1135,Gene_1825,-0.60603404,-0.04529534,0.5444921543501137,0.9996176558539591,1916.0815280698662
1136,Gene_1637,-0.6074306,-0.122167535,0.5435652190105396,0.9996176558539591,3035.904657392546
1137,Gene_0548,-0.6075675,-0.18631908,0.5434743852838255,0.9996176558539591,444.5896122770607
1138,Gene_0904,-0.6100867,-0.06747786,0.5418043943489537,0.9996176558539591,3431.4157143290804
1139,Gene_0873,-0.6122362,-0.032831445,0.5403814839710717,0.9996176558539591,4666.205208094507
1140,Gene_0982,-0.61298925,0.0046483097,0.5398834545871332,0.9996176558539591,2899.5430023372273
1141,Gene_0928,-0.61439943,-0.061668903,0.5389513997527984,0.9996176558539591,674.2708457582823
1142,Gene_1896,-0.6154126,0.01072604,0.5382822663543885,0.9996176558539591,2929.52156099371
1143,Gene_1670,-0.61550844,-0.13112459,0.5382189915380913,0.9996176558539591,3843.418704868029
1144,Gene_1722,-0.61578226,-0.14070085,0.5380382269165809,0.9996176558539591,2061.761856041392
1145,Gene_0270,-0.61897236,-0.017677378,0.5359345670502766,0.9996176558539591,4405.196852310266
1146,Gene_0495,-0.6199855,-0.063740395,0.5352673195290123,0.9996176558539591,3260.980619118954
1147,Gene_1067,-0.6209576,-0.18491702,0.5346275164386731,0.9996176558539591,4501.2821455315525
1148,Gene_1594,-0.623422,-0.092688724,0.5330072114258904,0.9996176558539591,3136.351290674319
1149,Gene_0234,-0.6239834,-0.028809339,0.5326384895629267,0.9996176558539591,699.8754614238799
1150,Gene_0828,-0.6247364,-0.01661146,0.5321440654836112,0.9996176558539591,1582.973969970686
1151,Gene_1355,-0.6264889,-0.13814016,0.5309943064455908,0.9996176558539591,1048.884993849662
1152,Gene_0192,-0.62739253,-0.20268032,0.5304019547915106,0.9996176558539591,4548.691163698469
1153,Gene_1320,-0.62787175,-0.11471853,0.5300879651209933,0.9996176558539591,3813.980333073039
1154,Gene_1396,-0.6279676,-0.11557212,0.530025178520364,0.9996176558539591,3398.17192610453
1155,Gene_1165,-0.62877536,-0.114458136,0.5294961273496541,0.9996176558539591,1539.7832821765273
1156,Gene_0525,-0.6291861,-0.077807136,0.529227221295459,0.9996176558539591,961.0216216485569
1157,Gene_1387,-0.63230777,-0.33028305,0.5271858080201016,0.9996176558539591,3794.4328855451135
1158,Gene_0916,-0.6330334,0.0011414504,0.5267118451583593,0.9996176558539591,2397.0818321014444
1159,Cd8a,-0.6330882,-0.47799292,0.5266760832082493,0.9996176558539591,1167.6582831456142
1160,Gene_1891,-0.6383593,-0.014172845,0.5232398079183256,0.9996176558539591,3102.278791918112
1161,Gene_1616,-0.6388385,-0.10489843,0.5229279908007005,0.9996176558539591,249.65256808533726
1162,Gene_0975,-0.6400434,-0.02930447,0.5221444152291081,0.9996176558539591,1664.542757934855
1163,Gene_0284,-0.6401118,-0.076140404,0.5220999120181378,0.9996176558539591,2369.3571232261165
1164,Gene_0300,-0.64083743,-0.017312754,0.5216282978974195,0.9996176558539591,782.3937538415589
1165,Gene_1833,-0.6418506,-0.20421164,0.5209701846200037,0.9996176558539591,4924.039664074656
1166,Gene_1760,-0.6433567,-0.0236936,0.5199926989031591,0.9996176558539591,1085.0319547185907
1167,Gene_0037,-0.64443827,-0.051594704,0.519291270427799,0.9996176558539591,695.2479937141644
1168,Gene_0888,-0.6447806,-0.009520076,0.5190694011751369,0.9996176558539591,1057.4976257401372
1169,Gene_1777,-0.6449859,-0.004290197,0.5189363031236971,0.9996176558539591,3856.852609140635
1170,Gene_0035,-0.64541036,-0.085997626,0.5186612896858229,0.9996176558539591,2156.253013395622
1171,Gene_1441,-0.64579374,-0.06441685,0.5184129551941485,0.9996176558539591,2848.808901775063
1172,Gene_0334,-0.6459032,-0.25615144,0.5183420137721944,0.9996176558539591,153.9953270824857
1173,Gene_1112,-0.64617705,-0.11376365,0.5181646821750603,0.9996176558539591,220.43497743790707
1174,Gene_0589,-0.64891535,-0.058752596,0.5163930930716497,0.9996176558539591,2256.83647164373
1175,Gene_1258,-0.6497779,-0.006230743,0.5158356935407966,0.9996176558539591,4092.4434538480364
1176,Gene_1883,-0.6516673,-0.0039420077,0.5146158148133317,0.9996176558539591,4431.932449602448
1177,Gene_0784,-0.6527079,-0.0017036054,0.5139446383561794,0.9996176558539591,479.19750959841906
1178,Gene_1706,-0.6528037,0.010777607,0.5138828423841618,0.9996176558539591,2714.8973554000627
1179,Gene_0942,-0.65294063,-0.13005064,0.5137945691307247,0.9996176558539591,4570.486947082389
1180,Gene_0666,-0.65299535,-0.51509553,0.5137592620387652,0.9996176558539591,1970.4651342695374
1181,Gene_0618,-0.6533103,-0.16345938,0.5135562707644685,0.9996176558539591,4156.3508655704245
1182,Gene_0195,-0.6559664,0.0014073721,0.5118457461366996,0.9996176558539591,711.7934892772092
1183,Gene_0400,-0.6563498,-0.18459223,0.5115991120314789,0.9996176558539591,4680.202723855604
1184,Gene_0354,-0.657226,-0.38398403,0.5110356099691683,0.9996176558539591,3769.545421779948
1185,Gene_0299,-0.6578969,-0.07870493,0.5106043979682585,0.9996176558539591,4709.605244295163
1186,Gene_0281,-0.6578969,-0.076995626,0.5106043979682585,0.9996176558539591,3399.255306084907
1187,Gene_0812,-0.65806115,-0.13960388,0.5104988240307928,0.9996176558539591,1848.8494633971636
1188,Gene_0091,-0.66059405,-0.11780825,0.5088726711592674,0.9996176558539591,4693.996803997376
1189,Gene_0464,-0.66081315,-0.041255314,0.5087321585569644,0.9996176558539591,1414.0555427304334
1190,Gene_1862,-0.66331863,-0.056065176,0.5071264932548643,0.9996176558539591,1694.253984205576
1191,Gene_0675,-0.6649342,0.005099893,0.5060925598123969,0.9996176558539591,3519.0016691086144
1192,Gene_1453,-0.6658926,-0.014656393,0.5054797339686878,0.9996176558539591,3838.315682650662
1193,Gene_1104,-0.6659337,-0.44095752,0.5054534787387802,0.9996176558539591,4650.547245053312
1194,Gene_0426,-0.6661117,0.025899459,0.5053397143746585,0.9996176558539591,1063.771924828237
1195,Gene_1622,-0.66691947,-0.0016649461,0.5048235687193412,0.9996176558539591,4000.0902743351585
1196,Gene_1570,-0.6681791,-0.015328089,0.5040192861953161,0.9996176558539591,3705.802964314969
1197,Gene_1787,-0.668891,-0.25017613,0.5035649909843556,0.9996176558539591,365.78305345530947
1198,Gene_0422,-0.67002743,-0.11757835,0.5028403141297406,0.9996176558539591,1966.7545489905244
1199,Gene_1300,-0.6733818,-0.1651027,0.5007044266932594,0.9996176558539591,1449.689012447488
1200,Gene_1137,-0.67464143,-0.06332129,0.4999036230245735,0.9996176558539591,1557.2276005524504
1201,Gene_1102,-0.67580515,-0.030073939,0.49916435460836084,0.9996176558539591,4915.587053795769
1202,Gene_1593,-0.6778041,-0.19772212,0.497895909176033,0.9996176558539591,3231.748196725643
1203,Gene_1280,-0.6781053,-0.10553238,0.49770492238973296,0.9996176558539591,3602.496981077823
1204,Gene_0734,-0.67835176,-0.72262305,0.4975486894855563,0.9996176558539591,4884.257304709296
1205,Gene_1384,-0.6806519,-0.08423825,0.4960917757793656,0.9996176558539591,1917.1488231653116
1206,Gene_1095,-0.6831985,-0.009897952,0.4944814228809995,0.9996176558539591,4019.1088338413892
1207,Gene_0417,-0.6854165,-0.052577656,0.4930811380611343,0.9996176558539591,2200.928268357252
1208,Gene_1061,-0.68690884,-0.002105267,0.49214016801106586,0.9996176558539591,4354.1916754841495
1209,Gene_1629,-0.6896608,-0.25080025,0.49040751365474056,0.9996176558539591,944.2548294909508
1210,Gene_1549,-0.68992096,-0.24235165,0.49024390025395304,0.9996176558539591,4741.046576468184
1211,Gene_1191,-0.6923306,-0.033062104,0.48872971993776004,0.9996176558539591,1132.9199566338543
1212,Gene_0714,-0.6930426,-0.019751688,0.4882828313013502,0.9996176558539591,1664.7915095556111
1213,Gene_0554,-0.69589037,-0.035246957,0.48649748238749746,0.9996176558539591,3793.1515588285633
1214,Gene_1451,-0.6993406,0.003449254,0.4843391994840932,0.9996176558539591,1999.0879507487632
1215,Gene_0196,-0.6999841,-0.08596388,0.48393723771662334,0.9996176558539591,3060.646314993911
1216,Gene_0746,-0.7020104,0.004247383,0.4826726686338775,0.9996176558539591,2250.638830293671
1217,Gene_0399,-0.70340693,-0.094842225,0.48180218747241144,0.9996176558539591,3724.73118859442
1218,Gene_1361,-0.703626,-0.014876884,0.4816657189340534,0.9996176558539591,1180.2396992246238
1219,Gene_0085,-0.7040367,-0.13237199,0.4814098971185291,0.9996176558539591,339.3670368225412
1220,Gene_0469,-0.7057892,-0.07835404,0.4803192220312491,0.9996176558539591,1534.6505174916779
1221,Gene_0309,-0.7083769,-0.028475413,0.47871123765425605,0.9996176558539591,2397.8278910987297
1222,Gene_0900,-0.7086507,-0.08907371,0.4785412527813282,0.9996176558539591,881.699258353759
1223,Gene_1013,-0.709171,-0.15788686,0.4782183723933605,0.9996176558539591,1806.246583799124
1224,Gene_0487,-0.710102,-0.036101356,0.47764088374058367,0.9996176558539591,2029.9159405531643
1225,Gene_1835,-0.71063596,-0.052185316,0.4773098492145186,0.9996176558539591,334.08962625695403
1226,Gene_1039,-0.7129909,-0.07712267,0.4758514010127852,0.9996176558539591,2937.3708785118124
1227,Gene_1498,-0.7141957,-0.06090547,0.4751061640993779,0.9996176558539591,4427.499968457873
1228,Gene_1885,-0.7150172,-0.23923719,0.474598415501726,0.9996176558539591,801.1274191176095
1229,Gene_1100,-0.7169066,-0.12399158,0.4734317254823939,0.9996176558539591,3009.149666337494
1230,Gene_1059,-0.71693397,-0.025533136,0.473414828536154,0.9996176558539591,3340.459064308689
1231,Gene_1038,-0.7170435,-0.0018280513,0.47334724406836404,0.9996176558539591,2125.7066680754774
1232,Gene_0280,-0.7170709,-0.2335596,0.47333034878073954,0.9996176558539591,3520.4330574531364
1233,Gene_1575,-0.71746796,-0.020584885,0.4730854043927428,0.9996176558539591,2083.1211402805093
1234,Gene_1276,-0.7177007,-0.13991162,0.47294184873847167,0.9996176558539591,2547.954575488303
1235,Gene_0101,-0.71842635,-0.009445398,0.47249444680290564,0.9996176558539591,86.39757054441355
1236,Gene_0663,-0.71889186,-0.20030873,0.4722075570070591,0.9996176558539591,3474.0145649667097
1237,Gene_0113,-0.72180814,-0.055685334,0.4704124623503245,0.9996176558539591,3323.646260776386
1238,Gene_1878,-0.72220516,-0.08733185,0.47016835157438697,0.9996176558539591,240.08434276540558
1239,Gene_1327,-0.7237797,-0.09940732,0.46920101533347525,0.9996176558539591,1872.8380316059088
1240,Gene_0765,-0.7244369,-0.13177815,0.46879758343210565,0.9996176558539591,4896.207611918753
1241,Gene_0966,-0.7252857,-0.12234744,0.4682767681065714,0.9996176558539591,2132.645984714653
1242,Gene_0804,-0.73207664,-0.073737495,0.4641218001808227,0.9996176558539591,2534.6297554026164
1243,Gene_1091,-0.7320903,0.015944792,0.4641134440125474,0.9996176558539591,4554.154282890607
1244,Gene_1075,-0.7323778,-0.24249922,0.4639379838275265,0.9996176558539591,3600.446285535494
1245,Gene_0316,-0.7325558,-0.067369714,0.4638293841307749,0.9996176558539591,2931.247149064907
1246,Gene_1597,-0.7340482,-0.03711198,0.4629193746547057,0.9996176558539591,3999.133172638309
1247,Gene_0910,-0.7365674,-0.07975005,0.4613854728717077,0.9996176558539591,4328.613018957068
1248,Gene_0992,-0.73662215,-0.06269089,0.46135215874547497,0.9996176558539591,2311.5959550994708
1249,Gene_1489,-0.7381282,-0.09028525,0.46043654707749704,0.9996176558539591,2401.786406412585
1250,Gene_0799,-0.7410718,-0.124528274,0.4586498806114011,0.9996176558539591,1960.952131476587
1251,Gene_1881,-0.7415237,-0.13963622,0.45837599255610595,0.9996176558539591,4835.19539309138
1252,Gene_0240,-0.74194807,-0.049669106,0.45811878735008904,0.9996176558539591,3500.9729587372344
1253,Gene_0378,-0.7436595,-0.0043677487,0.4570824914230601,0.9996176558539591,461.95417772995785
1254,Gene_1696,-0.74370056,-0.035129327,0.4570576365118124,0.9996176558539591,4321.650135399442
1255,Gene_1359,-0.74439883,-0.09159545,0.4566352191975266,0.9996176558539591,2428.771707139527
1256,Gene_1619,-0.74612397,0.028224437,0.4555925412186642,0.9996176558539591,390.331836791313
1257,Gene_1215,-0.74627453,-0.00035344335,0.45550157741241337,0.9996176558539591,2771.1004130583897
1258,Gene_1643,-0.7470276,-0.12936819,0.45504691174567524,0.9996176558539591,2114.9631809297252
1259,Gene_0157,-0.7471645,0.0070985793,0.4549642727284252,0.9996176558539591,4394.8595540699935
1260,Gene_1325,-0.7474246,-0.2324845,0.45480728188501574,0.9996176558539591,1059.7732878664674
1261,Gene_1121,-0.7477532,-0.03750907,0.45460902128800473,0.9996176558539591,4140.999816986306
1262,Gene_1450,-0.7486705,-0.030430434,0.4540558016057922,0.9996176558539591,2810.559021367991
1263,Gene_1828,-0.7493277,-0.0499862,0.4536596986228899,0.9996176558539591,320.32100090667177
1264,Gene_1635,-0.750957,-0.025068266,0.45267853450039675,0.9996176558539591,4860.634241561149
1265,Gene_1495,-0.75124454,-0.11872297,0.45250551239787984,0.9996176558539591,2587.4454583108395
1266,Gene_1868,-0.75279164,-0.33406368,0.45157513038834074,0.9996176558539591,1489.8404284463334
1267,Gene_0943,-0.75390065,-0.118748166,0.45090888569267507,0.9996176558539591,2373.5638678468276
1268,Gene_0062,-0.7541471,-0.105356105,0.45076090691796,0.9996176558539591,4296.39602841157
1269,Gene_0649,-0.75455785,-0.07026865,0.4505143367399742,0.9996176558539591,1559.2704657060644
1270,Gene_1395,-0.75644726,-0.08561256,0.4493810983202102,0.9996176558539591,1003.7481626091666
1271,Mrc1,-0.75688535,-0.0055112015,0.44911854950047747,0.9996176558539591,688.9026723078632
1272,Gene_1340,-0.75733715,-0.5409022,0.4488478872024376,0.9996176558539591,1524.4040220315458
1273,Gene_1019,-0.7597195,-0.015459054,0.4474222905910239,0.9996176558539591,3911.238030848215
1274,Gene_0780,-0.75974685,-0.11906962,0.44740591940186747,0.9996176558539591,2384.5505077165453
1275,Gene_1138,-0.7599248,-0.07056696,0.44729951497425524,0.9996176558539591,1176.033938283023
1276,Gene_0622,-0.7601439,-0.067679875,0.44716857543456145,0.9996176558539591,872.6157480682585
1277,Gene_1458,-0.76059574,-0.015831333,0.44689858149212724,0.9996176558539591,1697.0109087263766
1278,Gene_1073,-0.7620333,-0.0984006,0.4460401271382701,0.9996176558539591,4702.625645784259
1279,Gene_0860,-0.7627042,-0.079648,0.44563983672129026,0.9996176558539591,1747.9822273206207
1280,Gene_0641,-0.7636763,-0.25787896,0.44506018740853925,0.9996176558539591,4941.214175975445
1281,Gene_0736,-0.76474416,-0.013443711,0.4444238854328679,0.9996176558539591,2451.8907560385132
1282,Flg,-0.76500434,-0.11124836,0.4442689674635225,0.9996176558539591,936.8613955362468
1283,Gene_0747,-0.7673866,-0.052808918,0.44285167936647096,0.9996176558539591,4461.143454377871
